building_name,building_address,building_stationText,building_AFText,room_floor,room_layout,room_url
ステージファースト小石川,東京都文京区小石川3丁目,都営大江戸線 春日駅 徒歩8分;東京メトロ丸ノ内線 後楽園駅 徒歩11分;都営三田線 白山駅 徒歩14分,21年 / 10階建,5階,1K,https://www.homes.co.jp/chintai/room/e6491a54b3f95cb682b24a8eb0da6fbff77f4cc6/
メゾンコーワ,東京都文京区千駄木5丁目,東京メトロ千代田線 千駄木駅 徒歩6分;東京メトロ南北線 本駒込駅 徒歩8分;都営三田線 白山駅 徒歩13分,21年 / 2階建,2階,ワンルーム,https://www.homes.co.jp/chintai/room/44d423427459fd4f0aac5e36e2fcc8d82c929070/
aLATO飯田橋,東京都文京区水道1丁目,東京メトロ有楽町線 江戸川橋駅 徒歩8分;JR総武線 飯田橋駅 徒歩12分,新築 / 4階建,4階,2LDK,https://www.homes.co.jp/chintai/room/a776c99ea17b3fa79ece28dec58a18828b2a7356/
aLATO飯田橋,東京都文京区水道1丁目,東京メトロ有楽町線 江戸川橋駅 徒歩8分;JR総武線 飯田橋駅 徒歩12分,新築 / 4階建,2階,2LDK,https://www.homes.co.jp/chintai/room/873c13a96e6f7995289d9bbb6abfd3563e3232f0/
レフィアント白山,東京都文京区白山1丁目17-1,都営三田線 白山駅 徒歩6分;東京メトロ南北線 東大前駅 徒歩9分,新築 / 4階建,4階,2LDK,https://www.homes.co.jp/chintai/room/a9b3c06259239d53b1f8063625141cd60747e720/
ラグジュアリーアパートメント本郷,東京都文京区本郷2丁目,東京メトロ丸ノ内線 本郷三丁目駅 徒歩5分;JR総武線 水道橋駅 徒歩7分;JR中央線 御茶ノ水駅 徒歩10分,20年 / 10階建,2階,1LDK,https://www.homes.co.jp/chintai/room/bbc2b6568b63600c535008f5e84475427a1feed6/
ラグジュアリーアパートメント本郷,東京都文京区本郷2丁目,東京メトロ丸ノ内線 本郷三丁目駅 徒歩5分;JR総武線 水道橋駅 徒歩7分;JR中央線 御茶ノ水駅 徒歩10分,20年 / 10階建,2階,1K,https://www.homes.co.jp/chintai/room/c79046dc9e7d41e59f23f9a4ff3b5603a408a040/
東京メトロ千代田線 千駄木駅 徒歩3分,東京都文京区千駄木3丁目,東京メトロ千代田線 千駄木駅 徒歩3分;JR山手線 日暮里駅 徒歩10分;JR山手線 西日暮里駅 徒歩11分,17年 / 8階建,4階,1DK,https://www.homes.co.jp/chintai/room/5907da2e4deac6eb4ec1a10b19ac17a726af402d/
東京メトロ有楽町線 東池袋駅 徒歩5分,東京都文京区大塚6丁目,東京メトロ有楽町線 東池袋駅 徒歩5分;都電荒川線 東池袋四丁目駅 徒歩5分;東京メトロ丸ノ内線 新大塚駅 徒歩8分,18年 / 2階建,1階,ワンルーム,https://www.homes.co.jp/chintai/room/9a66a5efe04ca0a20d689cef4f8d90fd503ead34/
東京メトロ南北線 本駒込駅 徒歩2分,東京都文京区本駒込3丁目5-13,東京メトロ南北線 本駒込駅 徒歩2分;都営三田線 白山駅 徒歩9分;東京メトロ千代田線 千駄木駅 徒歩15分,23年 / 2階建,2階,1K,https://www.homes.co.jp/chintai/room/0dc11690515d4391469518523dc6ffc45a65120b/
東京メトロ丸ノ内線 茗荷谷駅 徒歩9分,東京都文京区大塚3丁目,東京メトロ丸ノ内線 茗荷谷駅 徒歩9分;東京メトロ丸ノ内線 新大塚駅 徒歩13分;都営三田線 千石駅 徒歩13分,22年 / 9階建,7階,1K,https://www.homes.co.jp/chintai/room/0b3948459672112cde7bf8fb87f0f3dd2fd1af4d/
東京メトロ丸ノ内線 茗荷谷駅 徒歩9分,東京都文京区大塚3丁目,東京メトロ丸ノ内線 茗荷谷駅 徒歩9分;東京メトロ丸ノ内線 新大塚駅 徒歩13分;都営三田線 千石駅 徒歩13分,22年 / 9階建,5階,1K,https://www.homes.co.jp/chintai/room/ff3d39513824cb39124fde58f1fd97fff0db8719/
東京メトロ丸ノ内線 茗荷谷駅 徒歩9分,東京都文京区大塚3丁目,東京メトロ丸ノ内線 茗荷谷駅 徒歩9分;東京メトロ丸ノ内線 新大塚駅 徒歩13分;都営三田線 千石駅 徒歩13分,22年 / 9階建,3階,1K,https://www.homes.co.jp/chintai/room/166bfa3e8f6c556f80137b8155b0ca2cfc9e1390/
東京メトロ丸ノ内線 新大塚駅 徒歩7分,東京都文京区大塚4丁目,東京メトロ丸ノ内線 新大塚駅 徒歩7分;都営三田線 千石駅 徒歩13分;都電荒川線 大塚駅前駅 徒歩13分,22年 / 6階建,5階,1K,https://www.homes.co.jp/chintai/room/eef8d2743cfcc5e9a6068f5a8fe027bdfd43bb47/
東京メトロ丸ノ内線 新大塚駅 徒歩7分,東京都文京区大塚4丁目,東京メトロ丸ノ内線 新大塚駅 徒歩7分;都営三田線 千石駅 徒歩13分;都電荒川線 大塚駅前駅 徒歩13分,22年 / 6階建,4階,1K,https://www.homes.co.jp/chintai/room/6ddbe675e9bb88c2ed08232299ef49c60cf93d6d/
東京メトロ丸ノ内線 新大塚駅 徒歩7分,東京都文京区大塚4丁目,東京メトロ丸ノ内線 新大塚駅 徒歩7分;都営三田線 千石駅 徒歩13分;都電荒川線 大塚駅前駅 徒歩13分,22年 / 6階建,3階,1K,https://www.homes.co.jp/chintai/room/981c0c5f089a5b6e06a01ecf7e75ec360967f2cd/
JR山手線 駒込駅 徒歩9分,東京都文京区本駒込5丁目,JR山手線 駒込駅 徒歩9分;JR山手線 田端駅 徒歩11分,23年 / 3階建,1階,1K,https://www.homes.co.jp/chintai/room/80ac071f2114901807e1788d908d42bc0b435068/
東京メトロ丸ノ内線 茗荷谷駅 徒歩6分,東京都文京区小石川5丁目,東京メトロ丸ノ内線 茗荷谷駅 徒歩6分;都営三田線 千石駅 徒歩14分;東京メトロ丸ノ内線 新大塚駅 徒歩19分,21年 / 3階建,1階,1K,https://www.homes.co.jp/chintai/room/7148b518083ddc3c56c856c0a4b3546ca075b3ec/
都営大江戸線 春日駅 徒歩8分,東京都文京区小石川3丁目,都営大江戸線 春日駅 徒歩8分;東京メトロ丸ノ内線 後楽園駅 徒歩11分;都営三田線 白山駅 徒歩14分,21年 / 10階建,5階,1K,https://www.homes.co.jp/chintai/room/db4194ac789f1ae9e879a334a6aedf183337554c/
東京メトロ丸ノ内線 本郷三丁目駅 徒歩5分,東京都文京区本郷4丁目,東京メトロ丸ノ内線 本郷三丁目駅 徒歩5分;都営三田線 春日駅 徒歩8分;東京メトロ丸ノ内線 後楽園駅 徒歩13分,26年 / 6階建,3階,1K,https://www.homes.co.jp/chintai/room/ad86d886abbe116c3dc8f5c978cbf44bfa26bb45/
東京メトロ丸ノ内線 茗荷谷駅 徒歩8分,東京都文京区小石川4丁目,東京メトロ丸ノ内線 茗荷谷駅 徒歩8分;都営三田線 白山駅 徒歩18分;東京メトロ丸ノ内線 後楽園駅 徒歩19分,21年 / 5階建,4階,1LDK,https://www.homes.co.jp/chintai/room/b6cdd1fac0f6e2c34c338a6567a54612d767adca/
Hakusan Flat,東京都文京区白山4丁目,都営三田線 白山駅 徒歩6分;東京メトロ南北線 本駒込駅 徒歩12分,24年 / 3階建,3階,ワンルーム,https://www.homes.co.jp/chintai/room/34338785e9ded101e4f061bdfbb591c11348f291/
東京メトロ有楽町線 東池袋駅 徒歩7分,東京都文京区大塚6丁目,東京メトロ有楽町線 東池袋駅 徒歩7分;都電荒川線 向原駅 徒歩7分;都電荒川線 東池袋四丁目駅 徒歩7分,22年 / 2階建,2階,1K,https://www.homes.co.jp/chintai/room/e1053dcbe35b7d02c9869e4b586d0b13e456957c/
ソレアード茗荷谷,東京都文京区大塚3丁目,東京メトロ丸ノ内線 茗荷谷駅 徒歩8分;都営三田線 千石駅 徒歩13分;東京メトロ丸ノ内線 新大塚駅 徒歩15分,9年 / 6階建,3階,2LDK,https://www.homes.co.jp/chintai/room/f85ce3e0d4c429ed29365c3c2745772e6b80f08b/
ボヌール丘,東京都文京区白山5丁目3-4,都営三田線 白山駅 徒歩3分;東京メトロ南北線 本駒込駅 徒歩10分;東京メトロ南北線 東大前駅 徒歩15分,20年 / 2階建,2階,1K,https://www.homes.co.jp/chintai/room/b92d8af56bd08d1843ade22c402bc80031c561ba/
JR山手線 駒込駅 徒歩10分,東京都文京区本駒込5丁目38-1,東京メトロ南北線 駒込駅 徒歩8分;JR山手線 駒込駅 徒歩10分;京浜東北・根岸線 田端 徒歩14分,11年 / 4階建,3階,1LDK,https://www.homes.co.jp/chintai/room/c9bb468b9defda6db32472938f6a98777caaea0a/
ルーブル飯田橋,東京都文京区水道1丁目4-3,東京メトロ有楽町線 江戸川橋駅 徒歩7分;東京メトロ東西線 神楽坂駅 徒歩10分;JR中央線 飯田橋駅 徒歩14分,19年 / 8階建,5階,2DK,https://www.homes.co.jp/chintai/room/f15a38eae6cedb5726089803da11cd5d0e0aeafa/
ルーブル飯田橋,東京都文京区水道1丁目4-3,東京メトロ有楽町線 江戸川橋駅 徒歩7分;東京メトロ東西線 神楽坂駅 徒歩10分;JR中央線 飯田橋駅 徒歩14分,19年 / 8階建,4階,1K,https://www.homes.co.jp/chintai/room/4e84b6bce2b469c9f31bb823a1d9ac047df5061e/
ルーブル飯田橋,東京都文京区水道1丁目4-3,東京メトロ有楽町線 江戸川橋駅 徒歩7分;東京メトロ東西線 神楽坂駅 徒歩10分;JR中央線 飯田橋駅 徒歩14分,19年 / 8階建,3階,2DK,https://www.homes.co.jp/chintai/room/9e7c5d2b34a0f0ed92605aad17606a2b2932d1b1/
パセオ白山,東京都文京区白山2丁目21-2,都営三田線 白山駅 徒歩8分;都営大江戸線 春日駅 徒歩9分;東京地下鉄丸ノ内線 後楽園 徒歩14分,4年 / 4階建,4階,1LDK,https://www.homes.co.jp/chintai/room/272276b5e3a96140059f15dc9c2033387d3bdc5f/
パセオ白山,東京都文京区白山2丁目21-2,都営三田線 白山駅 徒歩8分;都営大江戸線 春日駅 徒歩9分;東京地下鉄丸ノ内線 後楽園 徒歩14分,4年 / 4階建,1階,2LDK,https://www.homes.co.jp/chintai/room/760f44367e5b683d70474b740be74e774195f01b/
パセオ白山,東京都文京区白山2丁目21-2,都営三田線 白山駅 徒歩8分;都営大江戸線 春日駅 徒歩9分;東京地下鉄丸ノ内線 後楽園 徒歩14分,4年 / 4階建,1階,1DK,https://www.homes.co.jp/chintai/room/f6f71f67a53a64279fe92e1bb45a5f65d7ad7390/
ユナイテッドグロー文京白山,東京都文京区白山3丁目6-9,東京メトロ丸ノ内線 茗荷谷駅 徒歩7分;都営三田線 千石駅 徒歩13分;東京メトロ丸ノ内線 新大塚駅 徒歩19分,19年 / 4階建,4階,1K,https://www.homes.co.jp/chintai/room/2ec4116793bdc26564599d90d7940893a2e1958a/
JR山手線 田端駅 徒歩12分,東京都文京区千駄木5丁目,東京メトロ南北線 本駒込駅 徒歩10分;JR山手線 田端駅 徒歩12分;東京メトロ千代田線 千駄木駅 徒歩14分,21年 / 2階建,2階,ワンルーム,https://www.homes.co.jp/chintai/room/500bda107e763746a882ee1b547d950494115a93/
ロアール文京江戸川橋,東京都文京区水道2丁目,東京メトロ有楽町線 江戸川橋駅 徒歩3分;東京メトロ東西線 神楽坂駅 徒歩12分;東京メトロ丸ノ内線 茗荷谷駅 徒歩13分,23年 / 6階建,6階,1K,https://www.homes.co.jp/chintai/room/9d050d70c7f1baf1f7c3d158c2d1a4957ffce25f/
東京メトロ千代田線 湯島駅 徒歩1分,東京都文京区湯島3丁目,東京メトロ千代田線 湯島駅 徒歩1分;東京メトロ銀座線 上野広小路駅 徒歩5分;JR山手線御徒町駅　徒歩7分,新築 / 5階建,4階,1LDK,https://www.homes.co.jp/chintai/room/763f3e71d7e6155fb3bfe2df54bbefabea97035d/
ラベンダーハウス,東京都文京区大塚4丁目,東京メトロ丸ノ内線 新大塚駅 徒歩6分;東京メトロ丸ノ内線 茗荷谷駅 徒歩10分;都電荒川線 向原駅 徒歩14分,23年 / 3階建,1階,1K,https://www.homes.co.jp/chintai/room/849badfdf19d7e517b233dd18f2aa2b773f9054b/
東京メトロ千代田線 千駄木駅 徒歩8分,東京都文京区千駄木5丁目,東京メトロ千代田線 千駄木駅 徒歩8分;東京メトロ南北線 本駒込駅 徒歩9分;都営三田線 白山駅 徒歩13分,21年 / 2階建,2階,ワンルーム,https://www.homes.co.jp/chintai/room/56f215c6cf938cee61fce1a9e471903852361a06/
東京メトロ千代田線 湯島駅 徒歩1分,東京都文京区湯島3丁目,東京メトロ千代田線 湯島駅 徒歩1分;JR山手線 御徒町駅 徒歩7分,新築 / 5階建,4階,1LDK,https://www.homes.co.jp/chintai/room/61ccd1098e17e3bbe1a3a02587842c62c38031f7/
スカイコート目白台,東京都文京区関口2丁目,東京メトロ有楽町線 江戸川橋駅 徒歩7分;東京メトロ有楽町線 護国寺駅 徒歩11分;都電荒川線 早稲田駅 徒歩15分,23年 / 8階建,5階,1K,https://www.homes.co.jp/chintai/room/6a1fddb87f86e754c6cfe8041448f7429d85b2ab/
プレール御茶ノ水弐番館,東京都文京区湯島2丁目7-1,東京メトロ丸ノ内線 御茶ノ水駅 徒歩7分;東京メトロ千代田線 湯島駅 徒歩8分;東京メトロ銀座線 末広町駅 徒歩9分,23年 / 7階建,5階,1K,https://www.homes.co.jp/chintai/room/9d8b4f7f58881b921d84b3f58f82030970ba13f0/
シンシア御茶ノ水,東京都文京区本郷2丁目26-12,東京メトロ丸ノ内線 本郷三丁目駅 徒歩5分;東京メトロ丸ノ内線 御茶ノ水駅 徒歩9分;東京メトロ千代田線 新御茶ノ水駅 徒歩10分,23年 / 11階建,8階,1K,https://www.homes.co.jp/chintai/room/82e182e853c241799419ce81a7cc2eb2d2fe5748/
都営三田線 白山駅 徒歩6分,東京都文京区白山4丁目,都営三田線 白山駅 徒歩6分;東京メトロ南北線 本駒込駅 徒歩12分,24年 / 3階建,3階,ワンルーム,https://www.homes.co.jp/chintai/room/1600f0a53ca100fb2669a0a4266cea6ab8c8f169/
ベルフォレスト,東京都文京区本駒込1丁目,東京メトロ南北線 本駒込駅 徒歩5分;都営三田線 千石駅 徒歩10分;都営三田線 白山駅 徒歩12分,27年 / 4階建,3階,1K,https://www.homes.co.jp/chintai/room/48148f1080ceca340812eabd1a550b97cd341b7b/
フェアメゾン,東京都文京区千石1丁目19-14,都営三田線 千石駅 徒歩3分;JR山手線 巣鴨駅 徒歩11分;都営三田線 白山駅 徒歩17分,27年 / 4階建,2階,2K,https://www.homes.co.jp/chintai/room/dfcc9d9e9b086bfe7082a59a0e1f5a59d3db8ab0/
スカイコート文京小石川第3,東京都文京区小石川5丁目,東京メトロ丸ノ内線 茗荷谷駅 徒歩3分;東京メトロ有楽町線 護国寺駅 徒歩19分;東京メトロ丸ノ内線 新大塚駅 徒歩20分,22年 / 6階建,3階,1K,https://www.homes.co.jp/chintai/room/c2331ee44ec8d6ebfff55b4c0d9c61dd8aa0bbe5/
東京メトロ丸ノ内線 本郷三丁目駅 徒歩5分,東京都文京区本郷2丁目17-6,東京メトロ丸ノ内線 本郷三丁目駅 徒歩5分;東京メトロ丸ノ内線 後楽園駅 徒歩9分;JR総武線 水道橋駅 徒歩10分,24年 / 9階建,2階,1K,https://www.homes.co.jp/chintai/room/9afcea5f03dcf4e07571a537ec05fd0bbde70ce1/
東京メトロ丸ノ内線 茗荷谷駅 徒歩8分,東京都文京区大塚3丁目,東京メトロ丸ノ内線 茗荷谷駅 徒歩8分;都営三田線 千石駅 徒歩13分;東京メトロ丸ノ内線 新大塚駅 徒歩15分,9年 / 6階建,3階,2LDK,https://www.homes.co.jp/chintai/room/37677ded6818c4a592629d2106d580dc108e065d/
クオーレ目白台,東京都文京区目白台2丁目12-33,東京メトロ有楽町線 護国寺駅 徒歩6分;東京メトロ副都心線 雑司が谷駅 徒歩10分;都電荒川線 鬼子母神前駅 徒歩10分,27年 / 7階建,5階,ワンルーム,https://www.homes.co.jp/chintai/room/1163d7c9c99d1f300550c4d6a636c61060733a5a/
レジディア文京小石川,東京都文京区小石川1丁目28-14,都営大江戸線 春日駅 徒歩7分;東京メトロ南北線 後楽園駅 徒歩9分;都営三田線 白山駅 徒歩10分,7年 / 6階建,5階,2DK,https://www.homes.co.jp/chintai/room/f3d9c777251f2a030bfe4f2343b269af7c528a99/
レジディア文京小石川,東京都文京区小石川1丁目28-14,都営大江戸線 春日駅 徒歩7分;東京メトロ南北線 後楽園駅 徒歩9分;都営三田線 白山駅 徒歩10分,7年 / 6階建,4階,1LDK,https://www.homes.co.jp/chintai/room/14f9e58a90439986558083c3f7dd5f18ac3fbc7d/
ダイナシティ文京根津,東京都文京区根津2丁目14-9,東京メトロ千代田線 根津駅 徒歩2分;東京メトロ南北線 東大前駅 徒歩10分;東京メトロ千代田線 千駄木駅 徒歩14分,20年 / 10階建,6階,1DK,https://www.homes.co.jp/chintai/room/682012f96200caa48c3e85cf9881452c53cd909f/
東京メトロ丸ノ内線 新大塚駅 徒歩6分,東京都文京区大塚4丁目,東京メトロ丸ノ内線 新大塚駅 徒歩6分;東京メトロ丸ノ内線 茗荷谷駅 徒歩10分;都電荒川線 向原駅 徒歩14分,23年 / 3階建,1階,1K,https://www.homes.co.jp/chintai/room/9d3aef5ec13e3568642ee75880d68a66d29532ac/
プレシャス音羽,東京都文京区音羽1丁目21-11,東京メトロ有楽町線 江戸川橋駅 徒歩5分;東京メトロ有楽町線 護国寺駅 徒歩6分;東京メトロ丸ノ内線 茗荷谷駅 徒歩16分,11年 / 11階建,11階,1LDK,https://www.homes.co.jp/chintai/room/e65c5076288101ed52f9acaf87e1c002ccc37d89/
プレシャス音羽,東京都文京区音羽1丁目21-11,東京メトロ有楽町線 江戸川橋駅 徒歩5分;東京メトロ有楽町線 護国寺駅 徒歩6分;東京メトロ丸ノ内線 茗荷谷駅 徒歩16分,11年 / 11階建,8階,1LDK,https://www.homes.co.jp/chintai/room/cf69384d8b39ca99f05f76f3fae04bdbbb0da5cc/
FUKU SHIN KAN（福信館）,東京都文京区千駄木3丁目26-15,東京メトロ千代田線 千駄木駅 徒歩4分;東京メトロ南北線 本駒込駅 徒歩16分,11年 / 11階建,9階,1LDK,https://www.homes.co.jp/chintai/room/9e28e3707c63b0743e894720145b3a8a6020407e/
アクロス文京,東京都文京区向丘2丁目36-13,東京メトロ南北線 本駒込駅 徒歩1分;都営三田線 白山駅 徒歩5分;東京メトロ南北線 東大前駅 徒歩13分,21年 / 13階建,9階,ワンルーム,https://www.homes.co.jp/chintai/room/d347a688ea30188a258d61106d72dca6b8e4ad5a/
アクロス文京,東京都文京区向丘2丁目36-13,東京メトロ南北線 本駒込駅 徒歩1分;都営三田線 白山駅 徒歩5分;東京メトロ南北線 東大前駅 徒歩13分,21年 / 13階建,9階,1K,https://www.homes.co.jp/chintai/room/b1ed480b52026e54fe81c4a12bb05d2fbc7d9144/
Aフラット本郷,東京都文京区本郷4丁目9-14,都営大江戸線 春日駅 徒歩4分;東京メトロ丸ノ内線 後楽園駅 徒歩7分;東京メトロ丸ノ内線 本郷三丁目駅 徒歩8分,22年 / 2階建,2階,1K,https://www.homes.co.jp/chintai/room/2b09175e9a4122c095165e5f080de6f89a4fa3bb/
アステラ・キョーエー,東京都文京区春日2丁目14-6,東京メトロ丸ノ内線 茗荷谷駅 徒歩10分;都営三田線 春日駅 徒歩12分;東京メトロ丸ノ内線 後楽園駅 徒歩14分,21年 / 4階建,4階,1K,https://www.homes.co.jp/chintai/room/21cb514f65a9b60fcf2a41a885b7f37271ea4d22/
A-standard本郷三丁目（エースタンダード本郷三丁目）,東京都文京区本郷3丁目39-17,東京メトロ丸ノ内線 本郷三丁目駅 徒歩3分;東京メトロ千代田線 湯島駅 徒歩9分;JR中央線 御茶ノ水駅 徒歩12分,11年 / 15階建,3階,1LDK,https://www.homes.co.jp/chintai/room/964bccf65e3350494a77761b804252bde3d93d80/
東京メトロ有楽町線 江戸川橋駅 徒歩3分,東京都文京区水道2丁目,東京メトロ有楽町線 江戸川橋駅 徒歩3分;東京メトロ東西線 神楽坂駅 徒歩12分;東京メトロ丸ノ内線 茗荷谷駅 徒歩13分,23年 / 6階建,6階,1K,https://www.homes.co.jp/chintai/room/9b938baeafc724783ca5e33a5589fd3129a2ce71/
プラウドフラット小石川,東京都文京区小石川5丁目,東京メトロ丸ノ内線 茗荷谷駅 徒歩8分;都営三田線 白山駅 徒歩14分;都営三田線 千石駅 徒歩20分,16年 / 10階建,10階,1LDK,https://www.homes.co.jp/chintai/room/f20069db578ddfdb30f94cf463108eaf0faa1a94/
プレシス文京春日,東京都文京区春日2丁目,東京メトロ丸ノ内線 後楽園駅 徒歩11分;東京メトロ南北線 後楽園駅 徒歩11分;東京メトロ丸ノ内線 茗荷谷駅 徒歩13分,11年 / 12階建,9階,1LDK,https://www.homes.co.jp/chintai/room/9087d5e725a7e15e37e20c5f12a6afb0bb675398/
プレシス文京春日,東京都文京区春日2丁目,東京メトロ丸ノ内線 後楽園駅 徒歩11分;東京メトロ南北線 後楽園駅 徒歩11分;東京メトロ丸ノ内線 茗荷谷駅 徒歩13分,11年 / 12階建,2階,1SLDK,https://www.homes.co.jp/chintai/room/22a1a09a1db0d3d3fd15ef659fe95c84f430e4ec/
JR山手線 巣鴨駅 徒歩8分,東京都文京区千石4丁目24-10,都営三田線 千石駅 徒歩7分;JR山手線 巣鴨駅 徒歩8分;JR山手線 駒込駅 徒歩15分,8年 / 5階建,4階,1LDK,https://www.homes.co.jp/chintai/room/34e88cfb4e0a4393518436d74012cf41d5d3f641/
東京メトロ丸ノ内線 御茶ノ水駅 徒歩9分,東京都文京区本郷2丁目26-12,東京メトロ丸ノ内線 本郷三丁目駅 徒歩3分;東京メトロ丸ノ内線 御茶ノ水駅 徒歩9分;JR中央線 水道橋駅 徒歩12分,23年 / 11階建,8階,1K,https://www.homes.co.jp/chintai/room/9c9bbc84660a2616042f3f5a8526c02a40d9ead9/
東京メトロ丸ノ内線 御茶ノ水駅 徒歩7分,東京都文京区湯島2丁目7-1,東京メトロ丸ノ内線 御茶ノ水駅 徒歩7分;東京メトロ銀座線 末広町駅 徒歩9分;東京メトロ丸ノ内線 本郷三丁目駅 徒歩10分,23年 / 7階建,5階,1K,https://www.homes.co.jp/chintai/room/d4d78f72094627bce3f212affece3a73aa7489bd/
ミノリハイツ,東京都文京区白山5丁目31-13,都営三田線 白山駅 徒歩1分;東京メトロ南北線 本駒込駅 徒歩8分;東京メトロ南北線 東大前駅 徒歩15分,22年 / 2階建,1階,1K,https://www.homes.co.jp/chintai/room/5a85d491b4516c73e5434b19503e2589b08cb09e/
スカイコート文京小石川第5,東京都文京区小石川3丁目,東京メトロ丸ノ内線 後楽園駅 徒歩7分;都営三田線 春日駅 徒歩10分;都営三田線 白山駅 徒歩15分,20年 / 8階建,3階,1K,https://www.homes.co.jp/chintai/room/56bd19127aa3da850235199d1b9b1d0fdf0ea128/
Yビルディング,東京都文京区小石川3丁目23-6,都営三田線 春日駅 徒歩10分;東京メトロ丸ノ内線 後楽園駅 徒歩13分;都営三田線 白山駅 徒歩13分,20年 / 5階建,2階,ワンルーム,https://www.homes.co.jp/chintai/room/e1dff2d09a857d54cf5f04754b82072e7d3784aa/
Y　BUILDING,東京都文京区小石川3丁目23-6,東京メトロ丸ノ内線 後楽園駅 徒歩10分;都営大江戸線 春日駅 徒歩11分,20年 / 2階建,2階,ワンルーム,https://www.homes.co.jp/chintai/room/4a3c09ab685325a9aef311fb8e53a72954ef5a3c/
菱和パレス小石川後楽園,東京都文京区春日2丁目4-9,東京メトロ丸ノ内線 後楽園駅 徒歩9分;都営三田線 春日駅 徒歩10分;JR中央線 飯田橋駅 徒歩14分,25年 / 6階建,2階,1K,https://www.homes.co.jp/chintai/room/9c99049c4a1e3bc83a23a5b83800194bb74937c5/
菱和パレス小石川後楽園,東京都文京区春日2丁目4-9,東京メトロ丸ノ内線 後楽園駅 徒歩9分;都営三田線 春日駅 徒歩10分;JR中央線 飯田橋駅 徒歩14分,25年 / 6階建,2階,1K,https://www.homes.co.jp/chintai/room/626c62a84d577fb35aa5cb5e424f7f9d103cb296/
都営大江戸線 春日駅 徒歩4分,東京都文京区本郷4丁目9-14,都営大江戸線 春日駅 徒歩4分;東京メトロ丸ノ内線 後楽園駅 徒歩7分;東京メトロ丸ノ内線 本郷三丁目駅 徒歩8分,22年 / 2階建,2階,1K,https://www.homes.co.jp/chintai/room/b8d072117cdb5f9a1bb079ac340a703d3c55bd48/
東京メトロ南北線 後楽園駅 徒歩11分,東京都文京区春日2丁目,東京メトロ丸ノ内線 後楽園駅 徒歩11分;東京メトロ南北線 後楽園駅 徒歩11分;東京メトロ丸ノ内線 茗荷谷駅 徒歩13分,11年 / 12階建,9階,1LDK,https://www.homes.co.jp/chintai/room/6746e0a372a017502056bbfea16837ed6a0c0d6e/
シェマリー茗荷谷,東京都文京区大塚3丁目,東京メトロ丸ノ内線 茗荷谷駅 徒歩10分;都営三田線 千石駅 徒歩13分;東京メトロ丸ノ内線 新大塚駅 徒歩14分,19年 / 5階建,5階,ワンルーム,https://www.homes.co.jp/chintai/room/fa4c81991fdac5a0055467a17efa9284cf399320/
東京メトロ有楽町線 江戸川橋駅 徒歩9分,東京都文京区水道2丁目19-12,東京メトロ有楽町線 江戸川橋駅 徒歩9分;東京メトロ丸ノ内線 茗荷谷駅 徒歩12分;東京メトロ東西線 神楽坂駅 徒歩16分,26年 / 7階建,4階,1K,https://www.homes.co.jp/chintai/room/592ebb8c8a7a2f5b24ebadc023b7a6343ab69378/
東京メトロ有楽町線 江戸川橋駅 徒歩9分,東京都文京区水道2丁目19-12,東京メトロ有楽町線 江戸川橋駅 徒歩9分;東京メトロ丸ノ内線 茗荷谷駅 徒歩12分;東京メトロ東西線 神楽坂駅 徒歩16分,26年 / 7階建,3階,1K,https://www.homes.co.jp/chintai/room/a153eb3a0db8a6cec66d924142c1059b50ffe30b/
都営三田線 白山駅 徒歩9分,東京都文京区白山2丁目,都営三田線 白山駅 徒歩9分;都営大江戸線 春日駅 徒歩12分;東京メトロ丸ノ内線 茗荷谷駅 徒歩15分,6年 / 5階建,5階,2DK,https://www.homes.co.jp/chintai/room/4c92d5349c3235b70ac558f20f3e4fd4d247b6a5/
ガーラ・レジデンス文京白山,東京都文京区白山5丁目8-2,都営三田線 千石駅 徒歩7分;都営三田線 白山駅 徒歩7分;東京メトロ南北線 本駒込駅 徒歩13分,14年 / 14階建,4階,1LDK,https://www.homes.co.jp/chintai/room/875d5f19c9028c2f30da87d6b12d95abf7794bd2/
ガーラ・レジデンス文京白山,東京都文京区白山5丁目8-2,都営三田線 千石駅 徒歩7分;都営三田線 白山駅 徒歩7分;東京メトロ南北線 本駒込駅 徒歩13分,14年 / 14階建,4階,1LDK,https://www.homes.co.jp/chintai/room/1f242a61192a9163fe13e87fcad0caf3bdc5e0a1/
ガーラ・レジデンス文京白山,東京都文京区白山5丁目8-2,都営三田線 千石駅 徒歩7分;都営三田線 白山駅 徒歩7分;東京メトロ南北線 本駒込駅 徒歩13分,14年 / 14階建,3階,1LDK,https://www.homes.co.jp/chintai/room/a97ffc280189df9f827149b107df8166c382561d/
東京メトロ南北線 本駒込駅 徒歩1分,東京都文京区向丘2丁目36-13,東京メトロ南北線 本駒込駅 徒歩1分;都営三田線 白山駅 徒歩7分;東京メトロ南北線 東大前駅 徒歩10分,21年 / 13階建,9階,ワンルーム,https://www.homes.co.jp/chintai/room/6db025ac3d446ab25713f391183e71fb47dba062/
