building_name,building_address,building_stationText,building_AFText,room_floor,room_layout,room_url
東京メトロ有楽町線 江戸川橋駅 徒歩5分,東京都文京区水道2丁目,東京メトロ有楽町線 江戸川橋駅 徒歩5分;東京メトロ東西線 神楽坂駅 徒歩11分,9年 / 7階建,3階,1K,https://www.homes.co.jp/chintai/room/468ba3724a9b9ee0866cbd99ac467137a48df2e0/
東京メトロ丸ノ内線 本郷三丁目駅 徒歩4分,東京都文京区本郷2丁目,東京メトロ丸ノ内線 本郷三丁目駅 徒歩4分;都営三田線 水道橋駅 徒歩5分;JR中央線 御茶ノ水駅 徒歩11分,4年 / 10階建,2階,1K,https://www.homes.co.jp/chintai/room/1e20be9697a5edae866777de8e24727457eacd85/
東京メトロ南北線 東大前駅 徒歩7分,東京都文京区本郷6丁目,東京メトロ南北線 東大前駅 徒歩7分;都営三田線 春日駅 徒歩9分;東京メトロ丸ノ内線 後楽園駅 徒歩13分,9年 / 4階建,2階,1K,https://www.homes.co.jp/chintai/room/33f8eae6a9e64d289f4726fc944a2583997e804d/
東京メトロ南北線 東大前駅 徒歩7分,東京都文京区本郷6丁目,東京メトロ南北線 東大前駅 徒歩7分;都営三田線 春日駅 徒歩9分;東京メトロ丸ノ内線 後楽園駅 徒歩13分,9年 / 4階建,1階,ワンルーム,https://www.homes.co.jp/chintai/room/d453f66fa4c1e2e99b4137e62747697d7f77a173/
東京メトロ南北線 東大前駅 徒歩7分,東京都文京区本郷6丁目,東京メトロ南北線 東大前駅 徒歩7分;都営三田線 春日駅 徒歩9分;東京メトロ丸ノ内線 後楽園駅 徒歩13分,9年 / 4階建,1階,1K,https://www.homes.co.jp/chintai/room/e89e941b23b097ce4bd7ddfdd575173a6c73c26e/
東京メトロ有楽町線 江戸川橋駅 徒歩5分,東京都文京区水道2丁目,東京メトロ有楽町線 江戸川橋駅 徒歩5分;東京メトロ東西線 神楽坂駅 徒歩11分,9年 / 7階建,3階,1K,https://www.homes.co.jp/chintai/room/5dad0328fbed97482a79c4c048d84d005ae1b9ee/
スカイコート文京江戸川橋,東京都文京区関口1丁目,東京メトロ有楽町線 江戸川橋駅 徒歩4分;東京メトロ東西線 早稲田駅 徒歩12分;都電荒川線 早稲田駅 徒歩12分,11年 / 9階建,2階,1K,https://www.homes.co.jp/chintai/room/883ec27eae9eaf60861aa411dcf5e3005c98c4ee/
アトラス本郷三丁目,東京都文京区本郷3丁目32-4,東京メトロ丸ノ内線 本郷三丁目駅 徒歩3分;JR総武線 水道橋駅 徒歩8分;東京都三田線 春日 徒歩11分,6年 / 14階建,6階,1K,https://www.homes.co.jp/chintai/room/b9652f819f56a9340ab1b852a6685d9fff206407/
ル・シック湯島,東京都文京区湯島2丁目23-6,東京メトロ千代田線 湯島駅 徒歩5分;都営大江戸線 本郷三丁目駅 徒歩8分;東京メトロ銀座線 末広町駅 徒歩10分,11年 / 9階建,2階,ワンルーム,https://www.homes.co.jp/chintai/room/9c0f8bf8e3f3c9b39ac63645691c283791d421a9/
ル・シック湯島,東京都文京区湯島2丁目23-6,東京メトロ千代田線 湯島駅 徒歩5分;都営大江戸線 本郷三丁目駅 徒歩8分;東京メトロ銀座線 末広町駅 徒歩10分,11年 / 9階建,1階,ワンルーム,https://www.homes.co.jp/chintai/room/35988e1a9e0b46c3356ecec67d8ef05ca6b43116/
東京メトロ千代田線 千駄木駅 徒歩7分,東京都文京区千駄木2丁目,東京メトロ千代田線 千駄木駅 徒歩7分;東京メトロ南北線 東大前駅 徒歩8分;東京メトロ千代田線 根津駅 徒歩10分,9年 / 3階建,2階,1K,https://www.homes.co.jp/chintai/room/54eab7191cee42a46e63c2778694296cbefdf693/
都電荒川線 早稲田駅 徒歩4分,東京都文京区関口1丁目38-1,都電荒川線 早稲田駅 徒歩4分;東京メトロ東西線 早稲田駅 徒歩9分,3年 / 7階建,1階,1LDK,https://www.homes.co.jp/chintai/room/3a08b630b8405c4bda5eeb12bed59e2c2921a2b7/
東京メトロ東西線 早稲田駅 徒歩9分,東京都文京区関口1丁目38-1,都電荒川線 早稲田駅 徒歩5分;東京メトロ東西線 早稲田駅 徒歩9分;東京メトロ有楽町線 江戸川橋駅 徒歩11分,3年 / 7階建,1階,1LDK,https://www.homes.co.jp/chintai/room/2e62d4711baa5edc66528a58b70c505e56bed50e/
都営三田線 千石駅 徒歩5分,東京都文京区本駒込2丁目3-6,都営三田線 千石駅 徒歩5分;東京メトロ南北線 本駒込駅 徒歩7分;東京都三田線 白山 徒歩10分,13年 / 3階建,2階,1K,https://www.homes.co.jp/chintai/room/b6dcf5622db224ab54a6ba714e715f4542932be2/
アレーロ湯島ノース,東京都文京区湯島4丁目12-3,東京メトロ千代田線 湯島駅 徒歩4分;都営大江戸線 上野御徒町駅 徒歩6分;都営大江戸線 上野御徒町 徒歩10分,6年 / 4階建,3階,1LDK,https://www.homes.co.jp/chintai/room/4699d8cca4a7a90fa7f46d3e3b045a388b9eb316/
アレーロ湯島ノース,東京都文京区湯島4丁目12-3,東京メトロ千代田線 湯島駅 徒歩4分;都営大江戸線 上野御徒町駅 徒歩6分;都営大江戸線 上野御徒町 徒歩10分,6年 / 4階建,3階,1K,https://www.homes.co.jp/chintai/room/5c416bce5e98b79afdf1953e723b98c2bfac68c7/
都営三田線 白山駅 徒歩8分,東京都文京区白山1丁目,都営三田線 白山駅 徒歩8分;都営大江戸線 春日駅 徒歩8分;東京メトロ南北線 東大前駅 徒歩13分,12年 / 3階建,2階,1K,https://www.homes.co.jp/chintai/room/c9ef481ac86097169f94f55f7c50238f71242dfd/
ガーデンヒルズ千石,東京都文京区千石2丁目28-7,都営三田線 千石駅 徒歩6分;JR山手線 巣鴨駅 徒歩14分;東京地下鉄丸ノ内線 茗荷谷 徒歩15分,5年 / 3階建,1階,1LDK,https://www.homes.co.jp/chintai/room/dcf7d8ce2e4ec31646307c0be8e82fe351a58fec/
レオネクストリベルテ,東京都文京区千石2丁目,都営三田線 千石駅 徒歩9分;東京メトロ丸ノ内線 茗荷谷駅 徒歩16分,10年 / 3階建,3階,1K,https://www.homes.co.jp/chintai/room/260a368cda7922e0d054e1dfcbeeb80bd94d41af/
リビオメゾン御茶ノ水,東京都文京区湯島2丁目4-6,JR総武線 御茶ノ水駅 徒歩6分;東京メトロ丸ノ内線 本郷三丁目駅 徒歩7分,5年 / 12階建,7階,1K,https://www.homes.co.jp/chintai/room/b7017337c2d489d8a9bbf155f2407da9c15b58c3/
モダンアパートメント文京音羽,東京都文京区音羽1丁目6-4,東京メトロ有楽町線 江戸川橋駅 徒歩8分;東京メトロ有楽町線 護国寺駅 徒歩11分;東京メトロ丸ノ内線 茗荷谷駅 徒歩14分,6年 / 2階建,1階,ワンルーム,https://www.homes.co.jp/chintai/room/4921d08aac16f760b015313b4df31ef607e162f1/
東京メトロ東西線 早稲田駅 徒歩10分,東京都文京区関口1丁目,都電荒川線 早稲田駅 徒歩7分;東京メトロ有楽町線 江戸川橋駅 徒歩10分;東京メトロ東西線 早稲田駅 徒歩10分,12年 / 8階建,3階,1K,https://www.homes.co.jp/chintai/room/128fe6d7d942484dcb55bd8638b1d361d8efad78/
東京メトロ有楽町線 江戸川橋駅 徒歩4分,東京都文京区関口1丁目,東京メトロ有楽町線 江戸川橋駅 徒歩4分;東京メトロ東西線 早稲田駅 徒歩12分;都電荒川線 早稲田駅 徒歩12分,11年 / 9階建,2階,1K,https://www.homes.co.jp/chintai/room/15b008b4376029d5d337ba7c925f4e0f27c203a9/
東京メトロ丸ノ内線 本郷三丁目駅 徒歩3分,東京都文京区本郷3丁目32-4,東京メトロ丸ノ内線 本郷三丁目駅 徒歩3分;JR総武線 水道橋駅 徒歩8分;東京都三田線 春日 徒歩11分,6年 / 14階建,6階,1K,https://www.homes.co.jp/chintai/room/c3a9ceb3969ba77e981a6bf7338de35ccf88129d/
ハーブガーデンハウス,東京都文京区本駒込2丁目,都営三田線 千石駅 徒歩3分;JR山手線 駒込駅 徒歩12分;東京メトロ南北線 本駒込駅 徒歩14分,10年 / 3階建,2階,ワンルーム,https://www.homes.co.jp/chintai/room/f9392e217a12e42f21f32accf0b4f0b5318251c4/
ハーブガーデンハウス,東京都文京区本駒込2丁目,都営三田線 千石駅 徒歩3分;JR山手線 駒込駅 徒歩12分;東京メトロ南北線 本駒込駅 徒歩14分,10年 / 3階建,1階,ワンルーム,https://www.homes.co.jp/chintai/room/72e1178a4646d99d9a998f4e1245294a04664cfd/
H dur,東京都文京区根津2丁目35-5,東京メトロ千代田線 根津駅 徒歩6分;東京メトロ南北線 東大前駅 徒歩11分;山手線 上野 徒歩25分,新築 / 3階建,1階,1LDK,https://www.homes.co.jp/chintai/room/0b543818bcbe5878618bf0992498052511e419df/
コンシェリア文京大塚,東京都文京区大塚4丁目,東京メトロ丸ノ内線 新大塚駅 徒歩1分;JR山手線 大塚駅 徒歩10分;都電荒川線 向原駅 徒歩10分,14年 / 12階建,6階,1K,https://www.homes.co.jp/chintai/room/1bbf43790d3c59cb6889751a2c94ccdd1f0d9f6a/
レオネクストプラナス白山,東京都文京区白山4丁目,都営三田線 白山駅 徒歩10分;東京メトロ南北線 本駒込駅 徒歩17分,10年 / 2階建,2階,1K,https://www.homes.co.jp/chintai/room/a2cce2a36279f02cfd534e745f7b7096fcbd076f/
東京メトロ千代田線 湯島駅 徒歩5分,東京都文京区湯島2丁目23-6,東京メトロ千代田線 湯島駅 徒歩5分;東京メトロ銀座線 末広町駅 徒歩9分;東京メトロ丸ノ内線 本郷三丁目駅 徒歩10分,11年 / 9階建,2階,ワンルーム,https://www.homes.co.jp/chintai/room/27904a3687cf9fe66725594a9ab19eee9a72f17f/
アルファサイト御茶ノ水,東京都文京区湯島3丁目5番地5号,東京メトロ千代田線 湯島駅 徒歩5分;JR総武線 御茶ノ水駅 徒歩8分;東京メトロ銀座線 末広町駅 徒歩8分,4年 / 11階建,4階,ワンルーム,https://www.homes.co.jp/chintai/room/424a4056cc484a10ac058ebe83d9a5c391ac263d/
アルファサイト御茶ノ水,東京都文京区湯島3丁目5番地5号,東京メトロ千代田線 湯島駅 徒歩5分;JR総武線 御茶ノ水駅 徒歩8分;東京メトロ銀座線 末広町駅 徒歩8分,4年 / 11階建,3階,1K,https://www.homes.co.jp/chintai/room/122eb18676ae86066d81fbc6d4a8571e0b398f25/
ハーモニーレジデンス御茶ノ水,東京都文京区湯島3丁目4-7,東京メトロ千代田線 湯島駅 徒歩7分;JR中央線 御茶ノ水駅 徒歩8分;東京メトロ銀座線 末広町駅 徒歩8分,14年 / 10階建,6階,1K,https://www.homes.co.jp/chintai/room/5167b0f595780170e194037608b1753f9ec24d24/
ハーモニーレジデンス御茶ノ水,東京都文京区湯島3丁目4-7,東京メトロ千代田線 湯島駅 徒歩7分;JR中央線 御茶ノ水駅 徒歩8分;東京メトロ銀座線 末広町駅 徒歩8分,14年 / 10階建,5階,1K,https://www.homes.co.jp/chintai/room/4b195161a29950ed99732f1708a00eec0687e168/
ブラン向丘,東京都文京区向丘1丁目,東京メトロ南北線 本駒込駅 徒歩3分;都営三田線 白山駅 徒歩5分;東京メトロ南北線 東大前駅 徒歩10分,14年 / 3階建,1階,1K,https://www.homes.co.jp/chintai/room/61e8ec5ddc78529333e7f76b1b4c64ae0682e7dd/
Ｒｅｓｔｅｒ小石川（レスター小石川）,東京都文京区小石川3丁目21-6,東京メトロ丸ノ内線 後楽園駅 徒歩9分;都営三田線 春日駅 徒歩9分,3年 / 5階建,3階,1K,https://www.homes.co.jp/chintai/room/440a70ce3f9bb217c918a527dbf5c24881a9210a/
Ｒｅｓｔｅｒ小石川（レスター小石川）,東京都文京区小石川3丁目21-6,東京メトロ丸ノ内線 後楽園駅 徒歩9分;都営三田線 春日駅 徒歩9分,3年 / 5階建,3階,1K,https://www.homes.co.jp/chintai/room/3f093b2892d5dbcda58087ae1f4bb72aa8e4602e/
Ｒｅｓｔｅｒ小石川（レスター小石川）,東京都文京区小石川3丁目21-6,東京メトロ丸ノ内線 後楽園駅 徒歩9分;都営三田線 春日駅 徒歩9分,3年 / 5階建,2階,1LDK,https://www.homes.co.jp/chintai/room/aea54ff0e32518c1990e323ece7edbbe15e659b4/
都営三田線 千石駅 徒歩9分,東京都文京区千石2丁目46-8,都営三田線 千石駅 徒歩9分;東京メトロ丸ノ内線 茗荷谷駅 徒歩14分;都営三田線 白山駅 徒歩14分,10年 / 3階建,3階,1K,https://www.homes.co.jp/chintai/room/d9adb0025c1cedf0220ce405a95b8e9ce5df6c80/
都営三田線 千石駅 徒歩6分,東京都文京区千石2丁目28-7,都営三田線 千石駅 徒歩6分;JR山手線 巣鴨駅 徒歩14分;東京地下鉄丸ノ内線 茗荷谷 徒歩15分,5年 / 3階建,1階,1LDK,https://www.homes.co.jp/chintai/room/8c174b70dcf52261c401e12dfdb14528242182f1/
T2本郷,東京都文京区本郷5丁目,東京メトロ丸ノ内線 本郷三丁目駅 徒歩5分;都営大江戸線 本郷三丁目駅 徒歩5分,13年 / 3階建,1階,1K,https://www.homes.co.jp/chintai/room/88293ff748061315f5c9b9770d1dd6321f0a48bd/
ステージファースト東大前,東京都文京区西片2丁目18-13,東京メトロ南北線 東大前駅 徒歩5分;都営三田線 白山駅 徒歩9分;東京メトロ千代田線 根津駅 徒歩15分,13年 / 9階建,3階,1K,https://www.homes.co.jp/chintai/room/d1b2638be5aab61502be2d5ee70272409d68e3a0/
東京メトロ有楽町線 江戸川橋駅 徒歩7分,東京都文京区音羽1丁目,東京メトロ有楽町線 江戸川橋駅 徒歩7分;東京メトロ有楽町線 護国寺駅 徒歩11分;東京メトロ丸ノ内線 茗荷谷駅 徒歩14分,6年 / 2階建,1階,ワンルーム,https://www.homes.co.jp/chintai/room/be3006c3742ccf8537a2a8a4985eb1e40eaa394f/
東京メトロ丸ノ内線 本郷三丁目駅 徒歩4分,東京都文京区本郷2丁目,東京メトロ丸ノ内線 本郷三丁目駅 徒歩4分;都営三田線 水道橋駅 徒歩8分;JR中央線 御茶ノ水駅 徒歩9分,4年 / 13階建,8階,1K,https://www.homes.co.jp/chintai/room/77155e50b1b810b5d2f6b0078469d0fe619393c1/
東京メトロ丸ノ内線 新大塚駅 徒歩1分,東京都文京区大塚4丁目,東京メトロ丸ノ内線 新大塚駅 徒歩1分;JR山手線 大塚駅 徒歩10分;都電荒川線 向原駅 徒歩10分,14年 / 12階建,6階,1K,https://www.homes.co.jp/chintai/room/e46950671161b0eda5192eb02f4dbcf22a2c561b/
東京メトロ千代田線 根津駅 徒歩5分,東京都文京区根津2丁目,東京メトロ千代田線 根津駅 徒歩5分;東京メトロ南北線 東大前駅 徒歩11分,新築 / 3階建,2階,1LDK,https://www.homes.co.jp/chintai/room/db9f076f2dafb92c04eca2f8e3a3e9dbfeead9f2/
東京メトロ千代田線 根津駅 徒歩5分,東京都文京区根津2丁目,東京メトロ千代田線 根津駅 徒歩5分;東京メトロ南北線 東大前駅 徒歩11分,新築 / 3階建,1階,1LDK,https://www.homes.co.jp/chintai/room/957dd4fdfa61c76e98fdc7f2ecb6bdd2b5238df3/
神明公園ハイツ・文京,東京都文京区本駒込5丁目26-6,東京メトロ南北線 本駒込駅 徒歩10分;JR山手線 駒込駅 徒歩12分;都営三田線 千石駅 徒歩15分,2年 / 7階建,1階,1LDK,https://www.homes.co.jp/chintai/room/ade16d84c933f9a6fe9a0acaf2e696087e143b3e/
神明公園ハイツ・文京,東京都文京区本駒込5丁目26-6,東京メトロ南北線 本駒込駅 徒歩10分;JR山手線 駒込駅 徒歩12分;都営三田線 千石駅 徒歩15分,2年 / 7階建,1階,1LDK,https://www.homes.co.jp/chintai/room/51352cf289c28e3d0653422ec05409548125b275/
都営三田線 白山駅 徒歩10分,東京都文京区白山4丁目,都営三田線 白山駅 徒歩10分;都営三田線 千石駅 徒歩12分;東京メトロ南北線 本駒込駅 徒歩17分,10年 / 2階建,2階,1K,https://www.homes.co.jp/chintai/room/4b65027b32120a5df66a14bd224fd89d2ee0a59a/
東京メトロ有楽町線 護国寺駅 徒歩4分,東京都文京区大塚5丁目,東京メトロ有楽町線 護国寺駅 徒歩4分;東京メトロ丸ノ内線 新大塚駅 徒歩9分;東京メトロ丸ノ内線 茗荷谷駅 徒歩10分,4年 / 10階建,8階,1K,https://www.homes.co.jp/chintai/room/ded719a4c0c454fbaa0bf8a9482279cd4acbf1bf/
都営三田線 白山駅 徒歩9分,東京都文京区白山2丁目21-2,都営三田線 白山駅 徒歩9分;東京メトロ南北線 後楽園駅 徒歩12分,4年 / 4階建,3階,ワンルーム,https://www.homes.co.jp/chintai/room/994bee93a2dc1a1e25e17fb537b61734466d4d2c/
都営三田線 白山駅 徒歩9分,東京都文京区白山2丁目21-2,都営三田線 白山駅 徒歩9分;東京メトロ南北線 後楽園駅 徒歩12分,4年 / 4階建,1階,1DK,https://www.homes.co.jp/chintai/room/6917f09ecd352419c0b5337af91465172f87d96f/
東京メトロ南北線 本駒込駅 徒歩3分,東京都文京区向丘1丁目,東京メトロ南北線 本駒込駅 徒歩3分;都営三田線 白山駅 徒歩5分;東京メトロ南北線 東大前駅 徒歩10分,14年 / 3階建,1階,1K,https://www.homes.co.jp/chintai/room/7a953ba23c1ee861e51cbd27a910178b4de624ee/
リュシオル,東京都文京区千石4丁目38-12,都営三田線 千石駅 徒歩3分;JR山手線 巣鴨駅 徒歩10分;東京地下鉄丸ノ内線 新大塚 徒歩17分,1年 / 5階建,2階,1LDK,https://www.homes.co.jp/chintai/room/b656e4c01d352dee9a9db16ee355bc257d583ab0/
東京メトロ丸ノ内線 本郷三丁目駅 徒歩5分,東京都文京区本郷5丁目,東京メトロ丸ノ内線 本郷三丁目駅 徒歩5分;都営大江戸線 本郷三丁目駅 徒歩5分,13年 / 3階建,1階,1K,https://www.homes.co.jp/chintai/room/5ff42f82786d8fe3fec5e0251b75127c9ec1e8f5/
レフィナード本郷三丁目,東京都文京区本郷3丁目,東京メトロ丸ノ内線 本郷三丁目駅 徒歩5分;JR中央線 御茶ノ水駅 徒歩8分;東京メトロ千代田線 湯島駅 徒歩13分,11年 / 10階建,5階,1K,https://www.homes.co.jp/chintai/room/e371c2ef7c100c68678b42bf83c76ba5c94c1371/
レフィナード本郷三丁目,東京都文京区本郷3丁目,東京メトロ丸ノ内線 本郷三丁目駅 徒歩5分;JR中央線 御茶ノ水駅 徒歩8分;東京メトロ千代田線 湯島駅 徒歩13分,11年 / 10階建,3階,1K,https://www.homes.co.jp/chintai/room/619a13921b6f3049127faf81b15f128ecdaba96d/
フェニックス飯田橋,東京都文京区水道1丁目2-6,JR総武線 飯田橋駅 徒歩9分;東京メトロ南北線 後楽園駅 徒歩10分;東京メトロ有楽町線 江戸川橋駅 徒歩13分,11年 / 6階建,3階,1K,https://www.homes.co.jp/chintai/room/14fc925303c5f836a54549c1d184d492366fb933/
Femtioett Kagomachi,東京都文京区本駒込2丁目,都営三田線 千石駅 徒歩2分;JR山手線 巣鴨駅 徒歩11分,11年 / 4階建,2階,1K,https://www.homes.co.jp/chintai/room/be55bb6ce461fad7dfbbb6581cab0368b1d6e43c/
ドミール青柳,東京都文京区関口1丁目44-6,東京メトロ有楽町線 江戸川橋駅 徒歩3分;東京メトロ東西線 神楽坂駅 徒歩14分,11年 / 8階建,6階,1LDK,https://www.homes.co.jp/chintai/room/bf12edec4ce4d3aa4a7008ae109782438b07ffac/
ドミール青柳,東京都文京区関口1丁目44-6,東京メトロ有楽町線 江戸川橋駅 徒歩3分;東京メトロ東西線 神楽坂駅 徒歩14分,11年 / 8階建,6階,1K,https://www.homes.co.jp/chintai/room/e2e321d5f317bef349d49fa2ddaf0f602eabf66d/
ドミール青柳,東京都文京区関口1丁目44-6,東京メトロ有楽町線 江戸川橋駅 徒歩3分;東京メトロ東西線 神楽坂駅 徒歩14分,11年 / 8階建,3階,1LDK,https://www.homes.co.jp/chintai/room/9403db9b0ec6ac7afca4298a859f4ff345c1309f/
ファベル文京千石,東京都文京区千石4丁目1-3,都営三田線 千石駅 徒歩6分;JR山手線 巣鴨駅 徒歩12分;東京地下鉄丸ノ内線 新大塚 徒歩16分,2年 / 3階建,-,1LDK,https://www.homes.co.jp/chintai/room/638f9b17643768f6a6908b643da902c984b32c97/
東京メトロ南北線 本駒込駅 徒歩3分,東京都文京区本駒込1丁目,東京メトロ南北線 本駒込駅 徒歩3分;都営三田線 白山駅 徒歩5分,3年 / 6階建,3階,1LDK,https://www.homes.co.jp/chintai/room/828d711a9f55ff8dccca7c97056283785b6f3ac0/
東京メトロ南北線 本駒込駅 徒歩3分,東京都文京区本駒込1丁目,東京メトロ南北線 本駒込駅 徒歩3分;都営三田線 白山駅 徒歩5分,3年 / 6階建,2階,1DK,https://www.homes.co.jp/chintai/room/0aa91a35710d04997ac96b92cd7340914b54d2a1/
N・Y根津八重垣,東京都文京区根津1丁目,東京メトロ千代田線 根津駅 徒歩4分;東京メトロ南北線 東大前駅 徒歩9分;東京メトロ千代田線 千駄木駅 徒歩10分,11年 / 10階建,2階,1K,https://www.homes.co.jp/chintai/room/3d1f77882553c182870a458369d07e656112dd1b/
GREEN PARK文京白山,東京都文京区白山1丁目30-6,都営三田線 白山駅 徒歩3分;東京メトロ南北線 本駒込駅 徒歩9分,新築 / 14階建,8階,1LDK,https://www.homes.co.jp/chintai/room/a33c09c69d50bd385c4efb78dc163c8dbfac59ee/
テ　レジャンデール護国寺WEST,東京都文京区大塚5丁目,東京メトロ有楽町線 護国寺駅 徒歩4分;東京メトロ丸ノ内線 新大塚駅 徒歩8分;東京メトロ丸ノ内線 茗荷谷駅 徒歩11分,4年 / 10階建,9階,1K,https://www.homes.co.jp/chintai/room/1332fb435947859b0a0b75bb7ebe1a0a596f609d/
テ　レジャンデール護国寺WEST,東京都文京区大塚5丁目,東京メトロ有楽町線 護国寺駅 徒歩4分;東京メトロ丸ノ内線 新大塚駅 徒歩8分;東京メトロ丸ノ内線 茗荷谷駅 徒歩11分,4年 / 10階建,8階,1K,https://www.homes.co.jp/chintai/room/44b07b294bd7c5befadd0ad242a32240c8d98dba/
テ　レジャンデール護国寺WEST,東京都文京区大塚5丁目,東京メトロ有楽町線 護国寺駅 徒歩4分;東京メトロ丸ノ内線 新大塚駅 徒歩8分;東京メトロ丸ノ内線 茗荷谷駅 徒歩11分,4年 / 10階建,1階,1K,https://www.homes.co.jp/chintai/room/f3659e9183560fae6981485749d52e34a9d5ba93/
LUORE文京千石,東京都文京区千石4丁目,JR山手線 巣鴨駅 徒歩6分;都営三田線 千石駅 徒歩10分,新築 / 4階建,3階,1LDK,https://www.homes.co.jp/chintai/room/1e80eee877dd5905c66c355562767c39f2800e93/
アクシオン音羽,東京都文京区音羽1丁目26番14号,東京メトロ有楽町線 江戸川橋駅 徒歩3分;東京メトロ有楽町線 護国寺駅 徒歩13分;東京メトロ丸ノ内線 茗荷谷駅 徒歩15分,15年 / 11階建,8階,1K,https://www.homes.co.jp/chintai/room/a396dc9c6074558b3aef08131a1789859eb15227/
Bastet,東京都文京区本駒込4丁目24-4,JR山手線 田端駅 徒歩13分;JR山手線 西日暮里駅 徒歩15分,新築 / 3階建,2階,1LDK,https://www.homes.co.jp/chintai/room/88018908bbdda66495cce6090cb4ef67363ddec6/
エステムプラザ神楽坂North　Residence,東京都文京区水道2丁目4-17,東京メトロ有楽町線 江戸川橋駅 徒歩4分;東京メトロ東西線 神楽坂駅 徒歩12分;東京メトロ丸ノ内線 茗荷谷駅 徒歩16分,15年 / 9階建,4階,1K,https://www.homes.co.jp/chintai/room/962acb47308cba2b9a0b9eb9cf34c2f21abb0c7e/
エステムプラザ神楽坂North　Residence,東京都文京区水道2丁目4-17,東京メトロ有楽町線 江戸川橋駅 徒歩4分;東京メトロ東西線 神楽坂駅 徒歩12分;東京メトロ丸ノ内線 茗荷谷駅 徒歩16分,15年 / 9階建,2階,1K,https://www.homes.co.jp/chintai/room/bbeb4ea9cb8c38ad3d2d8e5494fa11527cd8f382/
レジデンスＣＳ,東京都文京区向丘2丁目16-4,東京メトロ南北線 東大前駅 徒歩5分;都営三田線 白山駅 徒歩8分;東京メトロ南北線 本駒込駅 徒歩9分,15年 / 4階建,3階,1K,https://www.homes.co.jp/chintai/room/9693aeaeafea5de9f11af4e67180ffa1ef1b6f91/
レジデンスＣＳ,東京都文京区向丘2丁目16-4,東京メトロ南北線 東大前駅 徒歩5分;都営三田線 白山駅 徒歩8分;東京メトロ南北線 本駒込駅 徒歩9分,15年 / 4階建,3階,1K,https://www.homes.co.jp/chintai/room/ec81a27bd8314f034f6366fbd315d9b8b68e9f13/
ベルリス,東京都文京区本駒込1丁目18-10,東京メトロ南北線 本駒込駅 徒歩3分;都営三田線 白山駅 徒歩7分;山手線 駒込 徒歩18分,新築 / 3階建,2階,1LDK,https://www.homes.co.jp/chintai/room/ffae8254e3ac9159a3862d4cbba98227f27d778c/
ベルリス,東京都文京区本駒込1丁目18-10,東京メトロ南北線 本駒込駅 徒歩3分;都営三田線 白山駅 徒歩7分;山手線 駒込 徒歩18分,新築 / 3階建,2階,1LDK,https://www.homes.co.jp/chintai/room/987c8ce0329d80b8c2c926d06846a5fb3bed97d8/
東京メトロ南北線 本駒込駅 徒歩10分,東京都文京区本駒込5丁目,JR山手線 駒込駅 徒歩10分;東京メトロ南北線 本駒込駅 徒歩10分;都営三田線 千石駅 徒歩15分,2年 / 7階建,1階,1LDK,https://www.homes.co.jp/chintai/room/37b36efae38c46cb66c3ef345070dbb89defbe7f/
東京メトロ南北線 本駒込駅 徒歩10分,東京都文京区本駒込5丁目,JR山手線 駒込駅 徒歩10分;東京メトロ南北線 本駒込駅 徒歩10分;都営三田線 千石駅 徒歩15分,2年 / 7階建,1階,1LDK,https://www.homes.co.jp/chintai/room/3853a376585450df83749045d323fad2fb649de6/
東京メトロ南北線 本駒込駅 徒歩10分,東京都文京区本駒込5丁目,JR山手線 駒込駅 徒歩10分;東京メトロ南北線 本駒込駅 徒歩10分;都営三田線 千石駅 徒歩15分,2年 / 7階建,1階,1LDK,https://www.homes.co.jp/chintai/room/a357f5cf3ebc855a7d74198c0324374646afab9d/
都営三田線 千石駅 徒歩2分,東京都文京区本駒込2丁目,都営三田線 千石駅 徒歩2分;JR山手線 巣鴨駅 徒歩11分,11年 / 4階建,2階,1K,https://www.homes.co.jp/chintai/room/63bc69f5442d8e6093d7e1f2f9f49748e69e1813/
都営三田線 千石駅 徒歩3分,東京都文京区千石4丁目38-12,都営三田線 千石駅 徒歩3分;JR山手線 巣鴨駅 徒歩10分,1年 / 5階建,2階,1LDK,https://www.homes.co.jp/chintai/room/27477f32f9178387e1ccadf9fc720d26f781b38d/
東京メトロ有楽町線 江戸川橋駅 徒歩3分,東京都文京区関口1丁目44-6,東京メトロ有楽町線 江戸川橋駅 徒歩3分;東京メトロ東西線 早稲田駅 徒歩12分,11年 / 8階建,6階,1K,https://www.homes.co.jp/chintai/room/606961708c6f4f49aea4ba2b49d5aa27fa0783a4/
東京メトロ有楽町線 江戸川橋駅 徒歩3分,東京都文京区関口1丁目44-6,東京メトロ有楽町線 江戸川橋駅 徒歩3分;東京メトロ東西線 早稲田駅 徒歩12分,11年 / 8階建,3階,1LDK,https://www.homes.co.jp/chintai/room/1beea39fe928e2571c22e780d37891cadddb93f0/
テラス文京本郷,東京都文京区本郷2丁目14-7,東京メトロ丸ノ内線 本郷三丁目駅 徒歩4分;JR総武線 御茶ノ水駅 徒歩9分;JR中央線 水道橋駅 徒歩11分,4年 / 13階建,12階,1K,https://www.homes.co.jp/chintai/room/e3ffd7664ac289ad6c1c2cbc3abe2c2ce347d457/
